"id_executor","cd_area_politica_publica_tipo_pt","area_politica_publica_tipo_pt","cd_area_politica_publica_pt","area_politica_publica_pt"
6940,15,"Urbanismo",451,"Infraestrutura Urbana "
12227,10,"Saúde",301,"Atenção Básica"
21652,15,"Urbanismo",451,"Infraestrutura Urbana "
31957,15,"Urbanismo",451,"Infraestrutura Urbana "
31957,23,"Comércio e Serviços",695,"Turismo"
353,6,"Segurança Pública",181,"Policiamento"
13940,15,"Urbanismo",451,"Infraestrutura Urbana "
13940,15,"Urbanismo",452,"Serviços Urbanos"
13940,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
3912,27,"Desporto e Lazer",811,"Desporto de Rendimento"
3912,27,"Desporto e Lazer",812,"Desporto Comunitário"
3912,27,"Desporto e Lazer",813,"Lazer"
1717,15,"Urbanismo",451,"Infraestrutura Urbana "
1717,15,"Urbanismo",452,"Serviços Urbanos"
2646,15,"Urbanismo",451,"Infraestrutura Urbana "
2624,27,"Desporto e Lazer",812,"Desporto Comunitário"
34054,15,"Urbanismo",452,"Serviços Urbanos"
10516,10,"Saúde",301,"Atenção Básica"
19370,15,"Urbanismo",451,"Infraestrutura Urbana "
23925,15,"Urbanismo",451,"Infraestrutura Urbana "
592,15,"Urbanismo",452,"Serviços Urbanos"
592,26,"Transporte",782,"Transporte Rodoviário"
18994,10,"Saúde",301,"Atenção Básica"
18994,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
18994,10,"Saúde",303,"Suporte Profilático e Terapêutico"
18994,15,"Urbanismo",451,"Infraestrutura Urbana "
18994,15,"Urbanismo",452,"Serviços Urbanos"
18994,20,"Agricultura",606,"Extensão Rural"
18994,20,"Agricultura",608,"Promoção da Produção Agropecuária"
18994,20,"Agricultura",609,"Defesa Agropecuária"
10910,15,"Urbanismo",451,"Infraestrutura Urbana "
27414,15,"Urbanismo",451,"Infraestrutura Urbana "
27414,15,"Urbanismo",452,"Serviços Urbanos"
31927,15,"Urbanismo",451,"Infraestrutura Urbana "
12864,15,"Urbanismo",451,"Infraestrutura Urbana "
12864,15,"Urbanismo",452,"Serviços Urbanos"
12610,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
12610,13,"Cultura",392,"Difusão Cultural"
12610,15,"Urbanismo",451,"Infraestrutura Urbana "
16465,27,"Desporto e Lazer",813,"Lazer"
27769,15,"Urbanismo",451,"Infraestrutura Urbana "
19027,15,"Urbanismo",451,"Infraestrutura Urbana "
20129,20,"Agricultura",608,"Promoção da Produção Agropecuária"
20279,12,"Educação",367,"Educação Especial"
22265,15,"Urbanismo",451,"Infraestrutura Urbana "
21476,15,"Urbanismo",451,"Infraestrutura Urbana "
16152,20,"Agricultura",608,"Promoção da Produção Agropecuária"
16152,15,"Urbanismo",451,"Infraestrutura Urbana "
28394,15,"Urbanismo",452,"Serviços Urbanos"
34333,15,"Urbanismo",451,"Infraestrutura Urbana "
30572,15,"Urbanismo",451,"Infraestrutura Urbana "
32202,15,"Urbanismo",451,"Infraestrutura Urbana "
31823,15,"Urbanismo",451,"Infraestrutura Urbana "
31686,26,"Transporte",782,"Transporte Rodoviário"
927,15,"Urbanismo",451,"Infraestrutura Urbana "
36701,15,"Urbanismo",451,"Infraestrutura Urbana "
13235,15,"Urbanismo",451,"Infraestrutura Urbana "
35787,20,"Agricultura",608,"Promoção da Produção Agropecuária"
26330,15,"Urbanismo",451,"Infraestrutura Urbana "
26330,15,"Urbanismo",452,"Serviços Urbanos"
35561,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
19751,20,"Agricultura",608,"Promoção da Produção Agropecuária"
16940,15,"Urbanismo",451,"Infraestrutura Urbana "
16940,15,"Urbanismo",452,"Serviços Urbanos"
17808,20,"Agricultura",608,"Promoção da Produção Agropecuária"
20038,20,"Agricultura",608,"Promoção da Produção Agropecuária"
6124,15,"Urbanismo",451,"Infraestrutura Urbana "
6124,15,"Urbanismo",452,"Serviços Urbanos"
6124,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
34165,10,"Saúde",301,"Atenção Básica"
25616,27,"Desporto e Lazer",811,"Desporto de Rendimento"
25616,27,"Desporto e Lazer",812,"Desporto Comunitário"
25616,27,"Desporto e Lazer",813,"Lazer"
17136,15,"Urbanismo",452,"Serviços Urbanos"
30862,15,"Urbanismo",451,"Infraestrutura Urbana "
22411,13,"Cultura",392,"Difusão Cultural"
25609,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
25411,15,"Urbanismo",451,"Infraestrutura Urbana "
16984,15,"Urbanismo",451,"Infraestrutura Urbana "
27144,6,"Segurança Pública",181,"Policiamento"
23940,15,"Urbanismo",451,"Infraestrutura Urbana "
35751,11,"Trabalho",333,"Empregabilidade"
7973,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
34409,15,"Urbanismo",451,"Infraestrutura Urbana "
29792,15,"Urbanismo",451,"Infraestrutura Urbana "
26688,25,"Energia",751,"Conservação de Energia"
25235,6,"Segurança Pública",181,"Policiamento"
25235,6,"Segurança Pública",182,"Defesa Civil"
25235,6,"Segurança Pública",183,"Informação e Inteligência"
25235,8,"Assistência Social",241,"Assistência ao Idoso"
25235,8,"Assistência Social",242,"Assistência ao Portador de Deficiência"
25235,8,"Assistência Social",243,"Assistência à Criança e ao Adolescente"
25235,8,"Assistência Social",244,"Assistência Comunitária"
25235,10,"Saúde",301,"Atenção Básica"
25235,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
25235,10,"Saúde",303,"Suporte Profilático e Terapêutico"
25235,10,"Saúde",304,"Vigilância Sanitária"
25235,10,"Saúde",305,"Vigilância Epidemiológica"
25235,10,"Saúde",306,"Alimentação e Nutrição"
25235,11,"Trabalho",331,"Proteção e Benefícios ao Trabalhador"
25235,11,"Trabalho",332,"Relações de Trabalho"
25235,11,"Trabalho",333,"Empregabilidade"
25235,11,"Trabalho",334,"Fomento ao Trabalho"
25235,12,"Educação",361,"Ensino Fundamental"
25235,12,"Educação",362,"Ensino Médio"
25235,12,"Educação",363,"Ensino Profissional"
25235,12,"Educação",364,"Ensino Superior"
25235,12,"Educação",365,"Educação Infantil"
25235,12,"Educação",366,"Educação de Jovens e Adultos"
25235,12,"Educação",367,"Educação Especial"
25235,12,"Educação",368,"Educação Básica"
25235,13,"Cultura",391,"Patrimônio Histórico, Artístico e Arqueológico"
25235,13,"Cultura",392,"Difusão Cultural"
25235,14,"Direitos da Cidadania",421,"Custódia e Reintegração Social"
25235,14,"Direitos da Cidadania",422,"Direitos Individuais, Coletivos e Difusos"
25235,14,"Direitos da Cidadania",423,"Assistência aos Povos Indígenas"
25235,15,"Urbanismo",451,"Infraestrutura Urbana "
25235,15,"Urbanismo",452,"Serviços Urbanos"
25235,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
25235,16,"Habitação",481,"Habitação Rural"
25235,16,"Habitação",482,"Habitação Urbana"
25235,17,"Saneamento",511,"Saneamento Básico Rural"
25235,17,"Saneamento",512,"Saneamento Básico Urbano"
25235,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
25235,18,"Gestão Ambiental",542,"Controle Ambiental"
25235,18,"Gestão Ambiental",543,"Recuperação de Áreas Degradadas"
25235,18,"Gestão Ambiental",544,"Recursos Hídricos"
25235,18,"Gestão Ambiental",545,"Meteorologia"
25235,19,"Ciência e Tecnologia",571,"Desenvolvimento Científico"
25235,19,"Ciência e Tecnologia",572,"Desenvolvimento Tecnológico e Engenharia"
25235,19,"Ciência e Tecnologia",573,"Difusão do Conhecimento Científico e Tecnológico"
25235,20,"Agricultura",605,"Abastecimento"
25235,20,"Agricultura",606,"Extensão Rural"
25235,20,"Agricultura",607,"Irrigação"
25235,20,"Agricultura",608,"Promoção da Produção Agropecuária"
25235,20,"Agricultura",609,"Defesa Agropecuária"
25235,21,"Organização Agrária",631,"Reforma Agrária"
25235,21,"Organização Agrária",632,"Colonização"
25235,22,"Indústria",661,"Promoção Industrial"
25235,22,"Indústria",662,"Produção Industrial"
25235,22,"Indústria",663,"Mineração"
25235,22,"Indústria",664,"Propriedade Industrial"
25235,22,"Indústria",665,"Normalização e Qualidade"
25235,23,"Comércio e Serviços",691,"Promoção Comercial"
25235,23,"Comércio e Serviços",692,"Comercialização"
25235,23,"Comércio e Serviços",693,"Comércio Exterior"
25235,23,"Comércio e Serviços",694,"Serviços Financeiros"
25235,23,"Comércio e Serviços",695,"Turismo"
25235,25,"Energia",751,"Conservação de Energia"
25235,25,"Energia",752,"Energia Elétrica"
25235,25,"Energia",753,"Combustíveis Minerais"
25235,25,"Energia",754,"Biocombustíveis "
25235,26,"Transporte",781,"Transporte Aéreo"
25235,26,"Transporte",782,"Transporte Rodoviário"
25235,26,"Transporte",783,"Transporte Ferroviário"
25235,26,"Transporte",784,"Transporte Hidroviário"
25235,26,"Transporte",785,"Transportes Especiais"
25235,27,"Desporto e Lazer",811,"Desporto de Rendimento"
25235,27,"Desporto e Lazer",812,"Desporto Comunitário"
25235,27,"Desporto e Lazer",813,"Lazer"
23529,20,"Agricultura",605,"Abastecimento"
34725,15,"Urbanismo",451,"Infraestrutura Urbana "
2639,15,"Urbanismo",451,"Infraestrutura Urbana "
32888,15,"Urbanismo",451,"Infraestrutura Urbana "
32888,15,"Urbanismo",452,"Serviços Urbanos"
32888,25,"Energia",753,"Combustíveis Minerais"
15386,10,"Saúde",304,"Vigilância Sanitária"
22765,15,"Urbanismo",451,"Infraestrutura Urbana "
35814,15,"Urbanismo",451,"Infraestrutura Urbana "
16333,15,"Urbanismo",452,"Serviços Urbanos"
16333,20,"Agricultura",606,"Extensão Rural"
24797,20,"Agricultura",605,"Abastecimento"
24791,15,"Urbanismo",451,"Infraestrutura Urbana "
24791,15,"Urbanismo",452,"Serviços Urbanos"
24791,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
31485,15,"Urbanismo",451,"Infraestrutura Urbana "
23412,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
23081,15,"Urbanismo",451,"Infraestrutura Urbana "
28358,15,"Urbanismo",451,"Infraestrutura Urbana "
28358,25,"Energia",752,"Energia Elétrica"
2695,8,"Assistência Social",242,"Assistência ao Portador de Deficiência"
32422,15,"Urbanismo",451,"Infraestrutura Urbana "
26816,15,"Urbanismo",451,"Infraestrutura Urbana "
30149,13,"Cultura",392,"Difusão Cultural"
32382,12,"Educação",361,"Ensino Fundamental"
32382,23,"Comércio e Serviços",695,"Turismo"
34558,6,"Segurança Pública",181,"Policiamento"
24942,22,"Indústria",661,"Promoção Industrial"
35943,10,"Saúde",301,"Atenção Básica"
35943,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
35943,10,"Saúde",303,"Suporte Profilático e Terapêutico"
21813,8,"Assistência Social",244,"Assistência Comunitária"
16436,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
29891,20,"Agricultura",608,"Promoção da Produção Agropecuária"
29891,23,"Comércio e Serviços",691,"Promoção Comercial"
6049,8,"Assistência Social",244,"Assistência Comunitária"
16707,15,"Urbanismo",451,"Infraestrutura Urbana "
15721,15,"Urbanismo",452,"Serviços Urbanos"
21765,23,"Comércio e Serviços",694,"Serviços Financeiros"
21765,20,"Agricultura",608,"Promoção da Produção Agropecuária"
21765,25,"Energia",752,"Energia Elétrica"
21765,15,"Urbanismo",451,"Infraestrutura Urbana "
359,27,"Desporto e Lazer",811,"Desporto de Rendimento"
5942,20,"Agricultura",608,"Promoção da Produção Agropecuária"
18245,20,"Agricultura",606,"Extensão Rural"
18245,27,"Desporto e Lazer",812,"Desporto Comunitário"
25350,15,"Urbanismo",451,"Infraestrutura Urbana "
24149,15,"Urbanismo",451,"Infraestrutura Urbana "
24149,27,"Desporto e Lazer",813,"Lazer"
17757,15,"Urbanismo",451,"Infraestrutura Urbana "
26409,11,"Trabalho",331,"Proteção e Benefícios ao Trabalhador"
26409,19,"Ciência e Tecnologia",572,"Desenvolvimento Tecnológico e Engenharia"
26409,15,"Urbanismo",451,"Infraestrutura Urbana "
26409,26,"Transporte",782,"Transporte Rodoviário"
2749,25,"Energia",752,"Energia Elétrica"
35038,27,"Desporto e Lazer",813,"Lazer"
21140,12,"Educação",361,"Ensino Fundamental"
29678,10,"Saúde",301,"Atenção Básica"
29678,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
29678,10,"Saúde",303,"Suporte Profilático e Terapêutico"
29678,10,"Saúde",304,"Vigilância Sanitária"
29678,10,"Saúde",305,"Vigilância Epidemiológica"
29232,27,"Desporto e Lazer",812,"Desporto Comunitário"
31162,15,"Urbanismo",451,"Infraestrutura Urbana "
31162,20,"Agricultura",605,"Abastecimento"
31162,25,"Energia",751,"Conservação de Energia"
31162,25,"Energia",753,"Combustíveis Minerais"
35365,10,"Saúde",301,"Atenção Básica"
35365,15,"Urbanismo",451,"Infraestrutura Urbana "
4304,10,"Saúde",301,"Atenção Básica"
2909,17,"Saneamento",512,"Saneamento Básico Urbano"
35543,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
33689,15,"Urbanismo",451,"Infraestrutura Urbana "
32026,12,"Educação",361,"Ensino Fundamental"
32026,12,"Educação",365,"Educação Infantil"
14153,12,"Educação",361,"Ensino Fundamental"
26992,15,"Urbanismo",451,"Infraestrutura Urbana "
299,15,"Urbanismo",451,"Infraestrutura Urbana "
22606,15,"Urbanismo",452,"Serviços Urbanos"
15428,20,"Agricultura",608,"Promoção da Produção Agropecuária"
18808,15,"Urbanismo",451,"Infraestrutura Urbana "
36510,15,"Urbanismo",452,"Serviços Urbanos"
28296,27,"Desporto e Lazer",812,"Desporto Comunitário"
10494,6,"Segurança Pública",181,"Policiamento"
5097,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
15272,27,"Desporto e Lazer",813,"Lazer"
12945,16,"Habitação",482,"Habitação Urbana"
11409,20,"Agricultura",608,"Promoção da Produção Agropecuária"
15565,15,"Urbanismo",451,"Infraestrutura Urbana "
26263,26,"Transporte",782,"Transporte Rodoviário"
28095,15,"Urbanismo",451,"Infraestrutura Urbana "
27174,15,"Urbanismo",451,"Infraestrutura Urbana "
27445,15,"Urbanismo",452,"Serviços Urbanos"
27445,13,"Cultura",391,"Patrimônio Histórico, Artístico e Arqueológico"
27599,15,"Urbanismo",451,"Infraestrutura Urbana "
32949,15,"Urbanismo",451,"Infraestrutura Urbana "
33514,10,"Saúde",301,"Atenção Básica"
25678,15,"Urbanismo",451,"Infraestrutura Urbana "
33296,26,"Transporte",782,"Transporte Rodoviário"
13391,13,"Cultura",392,"Difusão Cultural"
5833,15,"Urbanismo",451,"Infraestrutura Urbana "
32902,20,"Agricultura",608,"Promoção da Produção Agropecuária"
31698,27,"Desporto e Lazer",813,"Lazer"
29791,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
25123,6,"Segurança Pública",181,"Policiamento"
25123,6,"Segurança Pública",182,"Defesa Civil"
25123,6,"Segurança Pública",183,"Informação e Inteligência"
25123,8,"Assistência Social",241,"Assistência ao Idoso"
25123,8,"Assistência Social",242,"Assistência ao Portador de Deficiência"
25123,8,"Assistência Social",243,"Assistência à Criança e ao Adolescente"
25123,8,"Assistência Social",244,"Assistência Comunitária"
25123,10,"Saúde",301,"Atenção Básica"
25123,10,"Saúde",302,"Assistência Hospitalar e Ambulatorial"
25123,10,"Saúde",303,"Suporte Profilático e Terapêutico"
25123,10,"Saúde",304,"Vigilância Sanitária"
25123,10,"Saúde",305,"Vigilância Epidemiológica"
25123,10,"Saúde",306,"Alimentação e Nutrição"
25123,11,"Trabalho",331,"Proteção e Benefícios ao Trabalhador"
25123,11,"Trabalho",332,"Relações de Trabalho"
25123,11,"Trabalho",333,"Empregabilidade"
25123,11,"Trabalho",334,"Fomento ao Trabalho"
25123,12,"Educação",361,"Ensino Fundamental"
25123,12,"Educação",362,"Ensino Médio"
25123,12,"Educação",363,"Ensino Profissional"
25123,12,"Educação",364,"Ensino Superior"
25123,12,"Educação",365,"Educação Infantil"
25123,12,"Educação",366,"Educação de Jovens e Adultos"
25123,12,"Educação",367,"Educação Especial"
25123,12,"Educação",368,"Educação Básica"
25123,13,"Cultura",391,"Patrimônio Histórico, Artístico e Arqueológico"
25123,13,"Cultura",392,"Difusão Cultural"
25123,14,"Direitos da Cidadania",421,"Custódia e Reintegração Social"
25123,14,"Direitos da Cidadania",422,"Direitos Individuais, Coletivos e Difusos"
25123,14,"Direitos da Cidadania",423,"Assistência aos Povos Indígenas"
25123,15,"Urbanismo",451,"Infraestrutura Urbana "
25123,15,"Urbanismo",452,"Serviços Urbanos"
25123,15,"Urbanismo",453,"Transportes Coletivos Urbanos"
25123,16,"Habitação",481,"Habitação Rural"
25123,16,"Habitação",482,"Habitação Urbana"
25123,17,"Saneamento",511,"Saneamento Básico Rural"
25123,17,"Saneamento",512,"Saneamento Básico Urbano"
25123,18,"Gestão Ambiental",541,"Preservação e Conservação Ambiental"
25123,18,"Gestão Ambiental",542,"Controle Ambiental"
25123,18,"Gestão Ambiental",543,"Recuperação de Áreas Degradadas"
25123,18,"Gestão Ambiental",544,"Recursos Hídricos"
25123,18,"Gestão Ambiental",545,"Meteorologia"
25123,19,"Ciência e Tecnologia",571,"Desenvolvimento Científico"
25123,19,"Ciência e Tecnologia",572,"Desenvolvimento Tecnológico e Engenharia"
25123,19,"Ciência e Tecnologia",573,"Difusão do Conhecimento Científico e Tecnológico"
25123,20,"Agricultura",605,"Abastecimento"
25123,20,"Agricultura",606,"Extensão Rural"
25123,20,"Agricultura",607,"Irrigação"
25123,20,"Agricultura",608,"Promoção da Produção Agropecuária"
25123,20,"Agricultura",609,"Defesa Agropecuária"
25123,21,"Organização Agrária",631,"Reforma Agrária"
25123,21,"Organização Agrária",632,"Colonização"
25123,22,"Indústria",661,"Promoção Industrial"
25123,22,"Indústria",662,"Produção Industrial"
25123,22,"Indústria",663,"Mineração"
25123,22,"Indústria",664,"Propriedade Industrial"
25123,22,"Indústria",665,"Normalização e Qualidade"
25123,23,"Comércio e Serviços",691,"Promoção Comercial"
25123,23,"Comércio e Serviços",692,"Comercialização"
25123,23,"Comércio e Serviços",693,"Comércio Exterior"
25123,23,"Comércio e Serviços",694,"Serviços Financeiros"
25123,23,"Comércio e Serviços",695,"Turismo"
25123,25,"Energia",751,"Conservação de Energia"
25123,25,"Energia",752,"Energia Elétrica"
25123,25,"Energia",753,"Combustíveis Minerais"
25123,25,"Energia",754,"Biocombustíveis "
25123,26,"Transporte",781,"Transporte Aéreo"
25123,26,"Transporte",782,"Transporte Rodoviário"
25123,26,"Transporte",783,"Transporte Ferroviário"
25123,26,"Transporte",784,"Transporte Hidroviário"
25123,26,"Transporte",785,"Transportes Especiais"
25123,27,"Desporto e Lazer",811,"Desporto de Rendimento"
25123,27,"Desporto e Lazer",812,"Desporto Comunitário"
25123,27,"Desporto e Lazer",813,"Lazer"
16809,15,"Urbanismo",451,"Infraestrutura Urbana "
209,27,"Desporto e Lazer",812,"Desporto Comunitário"
3987,15,"Urbanismo",451,"Infraestrutura Urbana "
8400,15,"Urbanismo",452,"Serviços Urbanos"
2317,15,"Urbanismo",451,"Infraestrutura Urbana "
