"id_executor","id_meta","sequencial_meta","nome_meta","desc_meta","un_medida_meta","qt_uniade_meta","vl_custeio_emenda_especial_meta","vl_investimento_emenda_especial_meta","vl_custeio_recursos_proprios_meta","vl_investimento_recursos_proprios_meta","vl_custeio_rendimento_meta","vl_investimento_rendimento_meta","vl_custeio_doacao_meta","vl_investimento_doacao_meta","qt_meses_meta"
28796,61841,15,"Meta 15","INSTALAÇÃO ELETRICA - ELETRODUTO RÍGIDO SOLDÁVEL, PVC, DN 25 MM (3/4'') E 32 MM (1"") APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022","M",78,0,2425.16,0,0,0,0,0,0,36
28796,61845,19,"Meta 19","INSTALAÇÃO ELETRICA - CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1”), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_03/2023","UN",3,0,97.47,0,0,0,0,0,0,36
28796,61846,20,"Meta 20","INSTALÇAO ELETRICA - CONDULETE DE PVC, TIPO T, TB; LL; E ;PARA ELETRODUTO DE PVC SOLDÁVEL DN 25 MM (3/4''), APARENTE - FORNECIMENTO E INSTALAÇÃO. AF_10/2022","UN",12,0,444.42,0,0,0,0,0,0,36
28796,61849,21,"Meta 21","INSTALAÇÃO ELETRICA - CAIXA ENTERRADA ELÉTRICA RETANGULAR, EM ALVENARIA COM TIJOLOS CERÂMICOS MACIÇOS, FUNDO COM BRITA, DIMENSÕES INTERNAS: 0,6X0,6X0,6 M. AF_12/2020","UN",2,0,1297.16,0,0,0,0,0,0,36
28796,67173,39,"Meta 39","1 aditivo - CONCRETAGEM DE BLOCOS DE COROAMENTO E VIGAS BALDRAMES, FCK 30 MPA, COM USO DE BOMBA  LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_06/2017","M3",1,0,2.5,0,0,0,0,0,0,36
28796,67181,47,"Meta 47","1 aditivo - CORDOALHA DE COBRE NU 50 MM², ENTERRADA - FORNECIMENTO E INSTALAÇÃO. AF_08/2023","M",4,0,3.05,0,0,0,0,0,0,36
28796,61850,22,"Meta 22","INSTALAÇÃO ELETRICA - TOMADA MÉDIA DE EMBUTIR (1 MÓDULO), 2P+T 20 A, INCLUINDO SUPORTE E PLACA - FORNECIMENTO E INSTALAÇÃO. AF_03/2023","UN",1,0,57.99,0,0,0,0,0,0,36
28796,61852,24,"Meta 24","INSTALAÇÃO ELETRICA - CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM²,;E DE  6 MM² ANTI-CHAMA 450/750 V, PARA CIRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_03/2023","M",615,0,3953.75,0,0,0,0,0,0,36
28796,61853,25,"Meta 25","SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFERICAS (SPDA) - HASTE DE ATERRAMENTO, DIÂMETRO 5/8"", COM 3 METROS - FORNECIMENTO E INSTALAÇÃO. AF_08/2023","UN",16,0,1923.84,0,0,0,0,0,0,36
28796,61854,26,"Meta 26","SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFERICAS (SPDA) - CAIXA DE INSPEÇÃO PARA ATERRAMENTO, CIRCULAR, EM POLIETILENO, DIÂMETRO INTERNO = 0,3 M. AF_12/2020","UN",4,0,277.76,0,0,0,0,0,0,36
28796,61855,27,"Meta 27","SISTEMA DE PROTEÇÃO CONTRA DESCARGAS ATMOSFERICAS (SPDA) - SUPORTE ISOLADOR PARA FIXAÇÃO DA CORDOALHA DE COBRE EM ALVENARIA OU CONCRETO OU METALICO - FORNECIMENTO E INSTALAÇÃO. AF_08/2023","UN",16,0,609.6,0,0,0,0,0,0,36
28796,67166,32,"Meta 32","1 aditivo - Locação para muros, cercas e alambrados","M",4,0,4.23,0,0,0,0,0,0,36
28796,67171,37,"Meta 37","1 aditivo - ARMAÇÃO DE BLOCO, VIGA BALDRAME E SAPATA UTILIZANDO AÇO CA-60 DE 5 MM - MONTAGEM. AF_06/2017","KG",7,0,6.8,0,0,0,0,0,0,36
28796,67172,38,"Meta 38","1 aditivo - ARMAÇÃO DE BLOCO, VIGA BALDRAME OU SAPATA UTILIZANDO AÇO CA-50 DE 8 MM - MONTAGEM. AF_06/2017","KG",14,0,7.69,0,0,0,0,0,0,36
28796,61701,5,"Meta 5","Infraestrutura - lastro de concreto; Fabricação, montagem de forma para viga  baldrame; Fabricação, montagem e desmontagem  para bloco coroamento; Acabamento","M2",139,0,2076.01,0,0,0,16000,0,0,36
28796,61715,7,"Meta 7","Superestrutura - montagem e desmontagem de forma de pilares; concretagem  de pilares","M2",53,0,358.17,0,0,0,6000,0,0,36
28796,61716,8,"Meta 8","Superestrutura - Estrutura treliçada de cobertura tipo arco","KG",7356,0,134312.33,0,0,0,39735.16,0,0,36
29168,48151,1,"Meta 1","Iluminação Publica","UN",1,0,1e+05,0,0,0,0,0,0,36
7271,10713,1,"Meta 1","Executar a demolição mecanizada de piso de concreto simples, incluindo a fragmentação e a acomodação do material, bem como realizar a escavação mecanizada em solo, construção de muro de arrimo (Praça Guido Micheletti)","UN",1,0,10000,0,46606.7,0,0,0,0,36
7271,55214,2,"Meta 2","Instalações Hidráulicas","UN",1,0,10000,0,8597.82,0,0,0,0,36
7271,55218,5,"Meta 5","Instalação de mesas, bebedouros, lixeiras, torneiras e bancos","UN",25,0,10000,0,36367.49,0,0,0,0,36
7271,55215,2,"Meta 2","Execução de Piso em Concreto e Preparação de Superfície  (Praça Guido Micheletti)","UN",1,0,5000,0,22751.78,0,0,0,0,36
7271,55217,4,"Meta 4","Instalar equipamentos de ginástica para a prática de atividades físicas e lazer  (Praça Guido Micheletti)","UN",11,0,33093.45,0,42150.22,0,0,0,0,36
7271,55219,5,"Meta 5","Canaleta em concreto para águas pluviais e limpeza geral da obra  (Praça Guido Micheletti)","UN",1,0,7863.08,0,0,0,0,0,0,36
7271,55216,3,"Meta 3","Realizar a escavação para plantio de árvores, garantindo o preparo adequado do solo através do reaterro manual apiloado com uma mistura de composto orgânico, visando a instalação e o crescimento das árvores (Praça Guido Micheletti)","UN",1,0,4475.28,0,0,0,0,0,0,36
7271,55355,6,"Meta 6","Executar a demolição mecanizada de piso de concreto simples, incluindo a fragmentação e a acomodação do material (Praça Paulo Elias Antonio)do Micheletti)","UN",1,0,11395.43,0,0,0,0,0,0,36
7271,55356,7,"Meta 7","Execução de Piso em Concreto e Preparação de Superfície (Praça Paulo Elias Antonio)","UN",1,0,24241.47,0,0,0,0,0,0,36
7271,55357,8,"Meta 8","Retirada de banco pré moldado, recolocação de banco, Realizar pintura em tinta acrílica para faixas demarcatórias de estacionamento, limpeza geral da obra (Praça Paulo Elias Antonio)","UN",1,0,3931.29,0,0,0,0,0,0,36
21135,32778,1,"Meta 1","AQUISIÇÃO DE IMÓVEL LOCALIZADO NA RUA JEFFERSON BRAGA","UN",1,0,250000,0,0,0,0,0,0,36
21135,32779,2,"Meta 2","SALDO ","UN",1,0,682,0,0,0,0,0,0,36
24995,38497,1,"Meta 1","Infraestrutura Urbana  Saúde  ( Aquisiçao de Equipamentos, complemento de convênios , contrapartida)","UN",1,0,157000,0,0,0,0,0,0,36
24995,81115,2,"Meta 2","Infraestrutura Urbana  Educação   ( Equipamentos, complemento de convênios , contrapartida )","UN",1,0,1e+05,0,0,0,0,0,0,12
27371,42302,1,"Meta 1","Pavimentacao com pedras poliédricas na Rua Albino Sgarbossa com área de 1.456,35m2, sendo trecho da Rua joão Pasini até Rua Julio Tacca.","UN",1,0,2e+05,0,21523.3,0,0,0,0,36
8058,12172,1,"Meta 1","Serviços Urbanos - Ilumuninação Publica","UN",1,0,150000,0,670.72,0,0,0,0,12
24191,37501,1,"Meta 1","Aquisição de Micro Onibus","UN",1,0,6e+05,0,0,0,0,0,0,24
161,216,2,"Meta 2","EXECUÇÃO DE OBRA PARA IMPLANTAÇÃO DE PASSEIO NA RUA RUY BARBOSA, BAIRRO PROGRESSO, BLUMENAU, LOCALIZADA EM ÁREA URBANA COM UMA EXTENSÃO DE 80,00 METROS","M",80,0,70493.25,0,0,0,0,0,0,36
161,8251,3,"Meta 3","EXECUÇÃO DE OBRA PARA IMPLANTAÇÃO DA PAVIMENTAÇÃO EM LAJOTA SEXTAVADA NA RUA ARNO COUTINHO, BAIRRO ITOUPAVA CENTRAL, BLUMENAU, LOCALIZADA EM ÁREA URBANA COM UMA EXTENSÃO DE 57,00 METROS","M",57,0,97582.06,0,0,0,24806.06,0,0,36
161,215,1,"Meta 1","EXECUÇÃO DE OBRA PARA IMPLANTAÇÃO DE PASSEIO E ADEQUAÇÃO DE RAIO DE CURVA NA RUA PROGRESSO, BAIRRO PROGRESSO, BLUMENAU, LOCALIZADA EM ÁREA URBANA COM UMA EXTENSÃO DE 21,50 METROS","M",21,0,81924.69,0,0,0,0,0,0,36
4210,5979,1,"Meta 1","Contratação de Pessoa Jurídica especializada para execução de obra de perfuração de poço tubular profundo e melhorias no sistema de abastecimento de água na localidade da Vila Rural Olyntho Schmit no município de Ivatuba. no qual beneficiará as famílias.","UN",1,0,120000,0,33917.61,0,0,0,0,36
4218,5989,1,"Meta 1","Pulverizador Agrícola de Barras, Capacidade de 600 Lts ","UN",1,0,22800,0,0,0,0,0,0,24
4218,47617,2,"Meta 2","Roçadeira Agrícola Hidráulica Central e Lateral ","UN",1,0,10700,0,0,0,0,0,0,24
4218,47618,3,"Meta 3","Arado Subsolador  Hidráulico com Mínimo 3 Hastes","UN",1,0,10000,0,0,0,0,0,0,24
4218,47619,4,"Meta 4","Adubadeira e Semeadeira ","UN",1,0,6500,0,0,0,0,0,0,24
4293,75472,2,"Meta 2","Aquisição de carreta agrícola nova com caçamba metálica basculante 6T, 7m³, para fomentar o setor agropecuário, tendo o público-alvo com foco principal os agricultores familiares","EQP",1,0,3583.34,0,9607.14,0,9499.52,0,0,25
4293,7017,2,"Meta 2","Aquisição de plaina lâmina niveladora solo traseira para trator para fomentar o setor agropecuário, tendo como foco principal os agricultores familiares","EQP",1,0,3583.34,0,9607.14,0,9499.52,0,0,25
4293,6102,1,"Meta 1","Contrapartida Conv. 903306/2020 – Aquisição de trator agrícola para fomentar o setor agropecuário, tendo o público-alvo com foco principal os agricultores familiares","PER",100,0,96416.66,0,0,0,0,0,0,25
25065,38586,1,"Meta 1","Pavimentação de Estrada Vicinal no Município de Abadiânia/GO","M2",6232,0,1100000,0,0,0,0,0,0,12
25065,38587,2,"Meta 2","Investimento em Estrutura de Educação Básica","UN",1,0,4e+05,0,0,0,0,0,0,2
28422,44850,1,"Meta 1","MANUTENÇÃO CANTEIRO CENTRAL AVENIDAS CODESPAR E DIVINO LUIS COSTA","UN",1,0,150000,0,0,0,0,0,0,12
6645,9825,1,"Meta 1","Pavimentação com blocos intertravados de concreto de 1252m² da estrada geral da localidade de Lª Entre Rios, zona rural do Mun. de Vera Cruz/RS, beneficiando agricultores familiares, cooperativas e associações de produtores rurais.   ","M2",1252,0,150000,0,0,0,0,0,0,33
4461,6373,1,"Meta 1","Implantação de Área de Lazer no Jardim do Carmo","UN",1,0,140000,0,0,0,0,0,0,36
4379,6260,1,"Meta 1","Construção de Pavimentação Comunidade Rural de Boa Esperança, manutenção de calçamentos já existentes, construção de faixas elevadas, para aplicação em praças, construção de pedaços de calçamentos urbanos e rurais que","M2",1710,0,106020,0,0,0,0,0,0,10
4379,6261,2,"Meta 2","Construção de pavimentação da Ciclovia Irupi-Vila do Clube","M",600,0,18000,0,0,0,0,0,0,12
4379,6262,2,"Meta 2","Construção de Pavimentação Rural na Comunidade de São José do Saçuí município de Irupi-ES - Trecho-1 e 2","M2",1006,0,93980,0,0,0,0,0,0,10
7302,10757,1,"Meta 1","Cadeira Fixa Plástica","UN",30,0,3360,0,0,0,0,0,0,36
7302,11110,2,"Meta 2","Computador Desktop","UN",4,0,14289.96,0,0,0,0,0,0,36
7302,11111,3,"Meta 3","Geladeira Consul","UN",1,0,2199,0,0,0,0,0,0,36
7302,11112,4,"Meta 4","Microondas Panasonic","UN",1,0,699,0,0,0,0,0,0,36
7302,11113,5,"Meta 5","Fogão Itatiaia","UN",1,0,629,0,0,0,0,0,0,36
7302,11114,6,"Meta 6","Jogo de Mesa com gaveteiro","UN",3,0,2190,0,0,0,0,0,0,36
7302,11115,7,"Meta 7","Cadeira PVC Giratória","UN",6,0,1776,0,0,0,0,0,0,36
7302,11116,8,"Meta 8","Mesa de reunião","UN",1,0,960,0,0,0,0,0,0,36
7302,11117,9,"Meta 9","Cadeira Presidente Giratória","UN",5,0,4400,0,0,0,0,0,0,36
7302,11118,10,"Meta 10","Gaveteiro","UN",2,0,870,0,0,0,0,0,0,36
7302,11119,11,"Meta 11","Purificador de água","UN",1,0,719,0,0,0,0,0,0,36
7302,11120,12,"Meta 12","Fogão Itatiaia","UN",1,0,920,0,0,0,0,0,0,36
7302,11121,13,"Meta 13","Microondas Mondial","UN",1,0,779,0,0,0,0,0,0,36
7302,11122,14,"Meta 14","Cadeira PVC Fixa","UN",30,0,4170,0,0,0,0,0,0,36
7302,11123,15,"Meta 15","Refrigerante Brastemp","UN",1,0,7900,0,0,0,0,0,0,36
7302,11134,16,"Meta 16","Ar condicionado Samsung","UN",3,0,6501,0,0,0,0,0,0,36
7302,11135,17,"Meta 17","Cafeteira Multilaser","UN",1,0,310,0,0,0,0,0,0,36
7302,11136,18,"Meta 18","Fogão Itatiaia","UN",1,0,900,0,0,0,0,0,0,36
7302,11137,19,"Meta 19","Ventilador de Parede","UN",2,0,470,0,0,0,0,0,0,36
7302,11138,20,"Meta 20","Poltrona Criativa","UN",4,0,2388,0,0,0,0,0,0,36
7302,11139,21,"Meta 21","Cozinha Planejada","UN",1,0,3826.46,0,0,0,0,0,0,36
7302,11140,22,"Meta 22","Biblioteca Planejado","UN",1,0,4935.05,0,0,0,0,0,0,36
7302,11141,23,"Meta 23","Escritório Planejado","UN",1,0,3677.42,0,0,0,0,0,0,36
7302,11142,24,"Meta 24","Sala de Reunião planejado","UN",1,0,5151.07,0,0,0,0,0,0,36
7302,11143,25,"Meta 25","Microondas Panasonic","UN",1,0,999,0,0,0,0,0,0,36
7302,11144,26,"Meta 26","Projetor de Led","UN",2,0,1600,0,0,0,0,0,0,36
7302,11145,27,"Meta 27","Tela de Projetor","UN",2,0,2000,0,0,0,0,0,0,36
7302,11146,28,"Meta 28","Suporte universal para microfone","UN",1,0,165.6,0,0,0,0,0,0,36
7302,11147,29,"Meta 29","Microfone","UN",1,0,936.93,0,0,0,0,0,0,36
7302,11148,30,"Meta 30","Telefone sem fio","UN",3,0,463.2,0,0,0,0,0,0,36
7302,11149,31,"Meta 31","Bebedouro","UN",1,0,477.9,0,0,0,0,0,0,36
7302,11150,32,"Meta 32","Aparelhos e Eletrodomésticos","UN",1,0,19337.41,0,0,0,0,0,0,36
7302,50689,32,"Meta 32","Aquisição de Poltronas para a Sala de Espera","UN",4,0,1200,0,0,0,0,0,0,36
7302,50690,33,"Meta 33","Aquisição de Estantes de Aço","UN",3,0,5007,0,0,0,0,0,0,36
7302,50691,34,"Meta 34","Aquisição de TV 60' Smart","UN",1,0,3300,0,0,0,0,0,0,36
7302,50692,35,"Meta 35","Aquisição de Kit de Câmeras de Monitoramento","UN",1,0,1887,0,0,0,0,0,0,36
7302,50693,36,"Meta 36","Aquisição de Cafeteira","UN",1,0,259,0,0,0,0,0,0,36
7302,50694,37,"Meta 37","Aquisição de Notebook","UN",3,0,7684.41,0,0,0,0,0,0,36
7274,10716,1,"Meta 1","Concluir as obras de reforma, manutenção e reforço estrutural no Museu de Arqueologia e Paleontologia de Araraquara/SP, assegurando a preservação das características arquitetônicas e a adequação do edifício para uso contínuo","UN",1,0,210000,0,0,0,0,0,0,36
4311,6130,1,"Meta 1","Construção de Unidade de Base Comunitária de Segurança da Guarda Civil Municipal  no Bairro Monte Belo","M2",162,0,3e+05,0,0,0,0,0,0,36
4457,6369,1,"Meta 1","Espaço Esportivo ","UN",1,0,439365,0,0,0,0,0,0,36
4342,6193,1,"Meta 1","Projeto para qualificação de três praças com construção de playground, academia ao ar livre conforme projeto","OUTRAS",1,0,150000,0,115308.46,0,19793.05,0,0,36
2661,3880,3,"Meta 3","Aquisição de Mobiliário","UN",2,0,1400,0,0,0,0,0,0,36
2661,73195,4,"Meta 4","Aquisição de 1 (um) veículo modelo hatchback Secretaria de Adm e Finanças ","UN",1,0,79450,0,0,0,0,0,0,6
2661,3810,1,"Meta 1","Aquisição de 1 (um) veículo para Secretaria de Agricultura para atendimento de 120 agricultores familiares ","UN",1,0,79450,0,0,0,0,0,0,6
2661,3811,2,"Meta 2","Aquisição de Drone Profissional ","UN",1,0,19700,0,0,0,0,0,0,6
2661,24170,3,"Meta 3","Cadeiras Diretor ","UN",4,0,1400,0,0,0,570,0,0,6
9664,14787,1,"Meta 1","CONSTRUÇÃO DE CURRAL","M2",144,0,3e+05,0,0,0,0,0,0,36
7561,50455,4,"Meta 4","Transporte de solo brejoso por caminhão","M3",136,0,4240.61,0,177.61,0,0,0,0,16
7561,50456,5,"Meta 5"," Base - Execução e compactação de base e ou sub-base de pedra rachão, (carga e transporte).","M3",136,0,13670.85,0,572.59,0,0,0,0,16
7561,50457,6,"Meta 6","Base - Transporte com caminhão basculante","M3XKM",680,0,2242.19,0,93.91,0,0,0,0,16
7561,50458,7,"Meta 7","Base - Carga, manobra e descarga de solos e materiais granulares em caminhão basculante","M3",136,0,1341.41,0,56.18,0,0,0,0,16
7561,50466,9,"Meta 9","Laje de Concreto - Concretagem em sapatas FCK 30 MPA, com uso de bomba lançamento, adensamento e acabamento","M3",68,0,47424.98,0,1986.34,0,0,0,0,16
7561,50467,10,"Meta 10","Laje  de Concreto - Armação para execução de radier, piso de concreto ou laje sobre solo, com uso de tela Q-92","K",670,0,12489.47,0,523.1,0,0,0,0,16
7561,50473,11,"Meta 11","Gabião - Muro de Gabião, enchimento com pedra de mão tipo rachão, de gravidade, com gaiolas de cumprimento igual a 2m, para muros com altura menor ou igual a 4m, fornecimento e execução","M3",155,0,112258,0,4713.06,0,0,0,0,16
7561,50474,12,"Meta 12","Gabião - Geotextil não tecido 100% poliester resistencia a tração de 31 KN/M - Instalação em dreno - Fornecimento e instalação.","M2",155,0,5741.76,0,240.49,0,0,0,0,16
7561,50480,13,"Meta 13","Aterro - Escavação horizontal, incluindo carga e descarga em solo de 1A, com tratosde esteiras","M3",656,0,10774.21,0,451.26,0,0,0,0,16
7561,50499,14,"Meta 14","Aterro - Transporte com caminhão basculante","M3XKM",263,0,8669.77,0,363.12,0,0,0,0,16
7561,50500,15,"Meta 15","Aterro - Execução e compactação de aterro com solo predominante argiloso (solo, escavação, carga e transporte)","M3",656,0,8978.51,0,376.05,0,0,0,0,16
7561,50501,16,"Meta 16","Guia e Sarjeta - Lastro com material granular (pedra britada) aplicado em pisos ou lajes sobre solo","M3",2,0,199.47,0,8.35,0,0,0,0,16
7561,50502,17,"Meta 17","Guia e Sarjeta - Concreto FCK em massa seca de cimento/areia média/brita. Preparo mecânico com betoneira.","M3",3,0,1037.78,0,43.47,0,0,0,0,16
7561,50503,18,"Meta 18","Guia e Sarjeta - Guia (meio-fio) em trecho reto confeccionada em concreto pré-fabricado","M",95,0,5993.57,0,251.02,0,0,0,0,16
7561,11166,1,"Meta 1","Fornecimento e instalação de placa de obra com chapa galvanizada e estrutura de madeira","M2",6,0,2211.32,0,92.62,0,0,0,0,16
7561,50444,2,"Meta 2","Locação de Container - Tipo escritório","MES",2,0,3059.23,0,128.13,0,0,0,0,16
7561,50454,3,"Meta 3","Escavação e carga mecanizada em solo brejoso ou turfa","M3",136,0,6486.71,0,271.69,0,0,0,0,16
7561,50465,8,"Meta 8","Base - Lastro com material granular ( pedra britada N.2) aplicado em pisos ou lajes sobre solo","M3",23,0,3180.16,0,133.2,0,0,0,0,16
10983,17135,1,"Meta 1","PAVIMENTAÇÃO ASFÁLTICA DA ESTRADA DE LIGAÇÃO ENTRE OS MUNICÍPIOS DE CORONEL XAVIER CHAVES E RESENDE COSTA","CM2",50,0,1e+05,0,0,0,0,0,0,36
4358,6210,1,"Meta 1","Projeto para qualificação de três praças com construção de playground, academia ao ar livre conforme projetos.","OUTRAS",1,0,1e+05,0,171646.46,0,13455.05,0,0,36
4396,6281,1,"Meta 1","AQUISIÇÃO DE 04 MOTOCICLETAS 0 KM COM KIT SINALIZAÇÃO (KIT ROCAM) PARA ULTILIZAÇÃO DA GCM - ANO 2022, DE FABRICAÇÃO NACIONAL","UN",4,0,1e+05,0,40584,0,0,0,0,12
28433,44977,1,"Meta 1","Veículo utilitário PICK UP - 0 (zero) km, com cabine dupla cor branca; ano de fabricação/modelo mínimo 2025/2025; MOTOR no mínimo: 1.3; potência mínima de 96 cv; Demais informações contidas em ata de registro de preço","UN",1,0,119679,0,35311,0,0,0,0,15
20721,31909,1,"Meta 1","Pavimentação asfáltica e drenagem das ruas Humara Duque de Araújo, Altivo José Fonseca e Antônio Marciano de Paula Filho no bairro Piúna, em Lima Duarte/MG. ","M2",1328,0,350000,0,0,0,0,0,0,12
18711,28772,1,"Meta 1","Tábua de Classificação com 100 cavidades em poliacetal completamente usinadas. De acordo com as normas de vigilância sanitária para ambientes de fabrica, laboratório, cozinha etc.","UN",1,0,2645,0,0,0,0,0,0,36
18711,28773,2,"Meta 2","watts de potência com capacidade de 24 Kg/hora. Sistema de temperatura Termopar K com sonda rígida de 30cm para medição de temperatura da Amêndoa. Com software incluindo para registro de curva de torra.","UN",1,0,49600,0,0,0,0,0,0,36
18711,28774,3,"Meta 3","Triturador e Separador de nibs de cacau, torre 100% inox, triturador calibrado para nibs de 3mm, e capacidade de 40Kg por hora. Motor Hercules 1/2cv com inversor de velocidade e aspiração integrada com sistema ciclônico de vacou.","UN",1,0,33000,0,0,0,0,0,0,36
18711,28778,7,"Meta 7","Forma de tablete de 40g. – 50 Unidades","UN",50,0,11465,0,0,0,0,0,0,36
18711,28775,4,"Meta 4","Melanger com pedras em granito preto, com a capacidade 11Kg, com Motoredutor industrial Hercules, ¾ cv com inversor de velocidade. Agregando o pêndulo com báscula para fácil retirada do chocolate da cuba.","UN",5,0,84000,0,0,0,0,0,0,36
18711,28776,5,"Meta 5","Melanger com pedras em granito preto, com a capacidade 36Kg, com Motoredutor industrial Hercules, 2.2 cv com inversor de velocidade. Agregando o pêndulo com báscula para fácil retirada do chocolate da cuba.","UN",1,0,52300,0,0,0,0,0,0,36
18711,28777,6,"Meta 6","Unidade de temperatura fixa, SilLK, permite a estabilização da manteiga de cacau para ser usada para temperar o chocolate, Capacidade de 8Kg a cada 24h.","UN",1,0,16990,0,0,0,0,0,0,36
5164,7592,1,"Meta 1","SERVIÇOS DE SERRALHERIA NA CONSTRUÇÃO DE PONTE LOCALIZADA NA SEDE, SOBRE O RIO SUASSUI, BAIRRO NOVA ESPERANÇA","M",120,0,1e+05,0,0,0,0,0,0,36
2409,3397,1,"Meta 1","Recapeamento asfáltico da Rua Paschoal Geronimo Fornazari, perímetro urbano, no Município de Votorantim","M2XKM",3000,0,250000,0,0,0,0,0,0,3
33856,69381,1,"Meta 1","Reforma, Ampliação e Aquisição e Implantação de Gramado Sintético no Estádio de Futebol do Município de Abaíra/BA.","UN",1,0,5e+05,0,0,0,0,0,0,1
5130,7538,1,"Meta 1","CONSTRUÇAÕ DE PLAYGROUND","UN",1,0,3e+05,0,0,0,0,0,0,36
30786,55785,1,"Meta 1","Pavimentação em paralelepípedo em diversas ruas no município de Irará/BA - Lote 01 ","M2",10336,0,1e+06,0,0,0,0,0,0,8
30806,55835,1,"Meta 1","Recapeamento asfáltico em trecho urbano da estrada vicinal Carvalhópolis a Cordislândia MG","M3",127,0,280000,0,0,0,0,0,0,12
28245,44035,1,"Meta 1","ILUMINAÇÃO PÚBLICA DE LED EM VIAS URBANAS DO MUNICÍPIO","UN",1,0,150000,0,0,0,0,0,0,36
30807,55836,1,"Meta 1","Recapeamento asfáltico realizado na estrada vicinal Carvalhópolis a Turvolândia MG, realizado dentro da área urbana de Carvalhópolis MG","M3",91,0,2e+05,0,0,0,0,0,0,12
8128,12293,1,"Meta 1","Iluminação do Campo do Apolo no bairro Flexal II, na zona urbana de Cariacica, com instalação de 6 postes de concreto com 14m de altura e 9 projetores de Led","UN",6,0,290133.28,0,0,0,0,0,0,3
8128,12294,2,"Meta 2","Execução de obras de drenagem e pavimentação na Rua Anchieta, no bairro Santana, com extensão de 265,54m, na zona urbana do município de Cariacica/ES.","M2",26554,0,363705.48,0,0,0,0,0,0,2
8128,12295,3,"Meta 3","Construção de vestiário e plantação de grama do Clube Atlético Cariacica (CAC) no bairro Jardim Botânico, zona urbana de Cariacica com área de 129,6m²","MM2",1296,0,389369.65,0,0,0,0,0,0,4
8128,14182,4,"Meta 4","Contratação de mão de obra para pavimentação parcial da Rua Atenas no bairro Vale dos Reis, zona urbana localizada em Cariacica","M2",26452,0,156791.59,0,0,0,0,0,0,1
8128,14183,5,"Meta 5","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Ar condicionado 18000btus","UN",1,0,3900,0,0,0,0,0,0,11
8128,50146,6,"Meta 6","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Bebedouro de aço","UN",1,0,2300,0,0,0,0,0,0,11
8128,50147,7,"Meta 7","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Cadeiras para mesa","UN",8,0,3184,0,0,0,0,0,0,11
8128,50148,8,"Meta 8","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Câmera Fotográfica semiprofissional","UN",1,0,4700,0,0,0,0,0,0,11
8128,50149,9,"Meta 9","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Computador","UN",1,0,2700,0,0,0,0,0,0,11
8128,50150,10,"Meta 10","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Estantes com prateleiras","UN",4,0,4561.44,0,0,0,0,0,0,11
8128,50151,11,"Meta 11","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Impressora Multifuncional","UN",2,0,3038.02,0,0,0,0,0,0,11
8128,50152,12,"Meta 12","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Mesa de computador em L","UN",1,0,797,0,0,0,0,0,0,11
8128,50153,13,"Meta 13","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Mesa para reuniões","UN",1,0,1425.2,0,0,0,0,0,0,11
8128,50154,14,"Meta 14","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Notebook","UN",1,0,3900,0,0,0,0,0,0,11
8128,50155,15,"Meta 15","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Projetor Multimídia","UN",1,0,3280,0,0,0,0,0,0,11
8128,50156,16,"Meta 16","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Tela de projeção","UN",1,0,990,0,0,0,0,0,0,11
8128,50157,17,"Meta 17","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Nobreak","UN",1,0,600,0,0,0,0,0,0,11
8128,50158,18,"Meta 18","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Microfones","UN",2,0,934.34,0,0,0,0,0,0,11
8128,50159,19,"Meta 19","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Pedestal para microfone","UN",1,0,150,0,0,0,0,0,0,11
8128,50160,20,"Meta 20","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Caixa de Som","UN",1,0,2300,0,0,0,0,0,0,11
8128,50161,21,"Meta 21","Aquisição de Material Permanente para Academia Cariaciquense de Letras - ACL - Mesa de desmontagem","UN",2,0,1240,0,0,0,0,0,0,11
